title,price,year,km,url,petrol,transmission,model,site,use_type
Mercedes-Benz E-Class E 220 Sportline Auto,449000.0,1997,123000.0,/car-for-sale/mercedes-benz/e-class/e220/25691668,,Automatic,E-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC250d 4Matic,449000.0,2016,80000.0,/car-for-sale/mercedes-benz/glc/glc250/25532804,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz B-Class B200 Style,449000.0,2019,14000.0,/car-for-sale/mercedes-benz/b-class/b200/25091204,,Automatic,B-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 114 CDI Tourer Pro,449000.0,2018,13731.0,/car-for-sale/mercedes-benz/vito/114/25466385,,Manual,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Edition C,449000.0,2018,38500.0,/car-for-sale/mercedes-benz/c-class/c180/25699460,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Edition C,445700.0,2018,41000.0,/car-for-sale/mercedes-benz/c-class/c180/25706018,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 116 CDI Tourer Pro Auto,439995.0,2018,44000.0,/car-for-sale/mercedes-benz/vito/116/25636985,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 114 CDI Tourer Pro Auto,439995.0,2018,47118.0,/car-for-sale/mercedes-benz/vito/114/25697868,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz Sprinter 519 CDI,439990.0,2016,193000.0,/car-for-sale/mercedes-benz/sprinter/519/25698025,,Manual,Sprinter,https://www.autotrader.co.za,Used Car
Mercedes-Benz Viano CDI 3.0 Trend,439950.0,2014,131253.0,/car-for-sale/mercedes-benz/viano/3-l/25584033,,Automatic,Viano,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC250d 4Matic,439900.0,2016,135000.0,/car-for-sale/mercedes-benz/glc/glc250/25689580,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz Viano CDI 3.0 Trend,439900.0,2014,101721.0,/car-for-sale/mercedes-benz/viano/3-l/25249212,,Automatic,Viano,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Edition C,439900.0,2018,41500.0,/car-for-sale/mercedes-benz/c-class/c180/25525096,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A200 Hatch Style,439900.0,2019,18000.0,/car-for-sale/mercedes-benz/a-class/a200/25461941,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz ML ML350 BlueTec,439900.0,2014,128000.0,/car-for-sale/mercedes-benz/ml/ml350/25391461,,Automatic,ML,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC250d 4Matic,439900.0,2016,135000.0,/car-for-sale/mercedes-benz/glc/glc250/25689580,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 116 CDI Tourer Pro Auto,439900.0,2018,34650.0,/car-for-sale/mercedes-benz/vito/116/25661225,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A200 Hatch Style,439900.0,2019,19651.0,/car-for-sale/mercedes-benz/a-class/a200/25664604,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A200 Hatch Style,439900.0,2019,14630.0,/car-for-sale/mercedes-benz/a-class/a200/25686424,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC220d 4Matic,439900.0,2017,73000.0,/car-for-sale/mercedes-benz/glc/glc220/25602118,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC220d 4Matic,439900.0,2016,94000.0,/car-for-sale/mercedes-benz/glc/glc220/25707380,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 AMG Line Auto,439900.0,2018,34000.0,/car-for-sale/mercedes-benz/c-class/c180/25567346,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A200 Hatch Style,439900.0,2018,32000.0,/car-for-sale/mercedes-benz/a-class/a200/25603855,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Edition C,439900.0,2018,43600.0,/car-for-sale/mercedes-benz/c-class/c180/25695064,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz SL 450SL,439000.0,1980,193000.0,/car-for-sale/mercedes-benz/sl/450sl/25161380,,Automatic,SL,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC250d 4Matic,439000.0,2016,80000.0,/car-for-sale/mercedes-benz/glc/glc250/25545325,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C220d Avantgarde Auto,439000.0,2017,30000.0,/car-for-sale/mercedes-benz/c-class/c220/25637468,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 AMG Line Auto,437900.0,2018,56000.0,/car-for-sale/mercedes-benz/c-class/c200/25683759,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Edition C,437800.0,2018,64852.0,/car-for-sale/mercedes-benz/c-class/c180/25638443,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz E-Class E350 BlueTec Elegance,435995.0,2015,86000.0,/car-for-sale/mercedes-benz/e-class/e350/25596880,,Automatic,E-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A200 Hatch Style,435700.0,2019,29000.0,/car-for-sale/mercedes-benz/a-class/a200/25127672,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A200 Hatch Style,435000.0,2019,21000.0,/car-for-sale/mercedes-benz/a-class/a200/25626891,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLA GLA200d Auto,435000.0,2018,31000.0,/car-for-sale/mercedes-benz/gla/gla200/25483756,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC220d 4Matic,434950.0,2015,135000.0,/car-for-sale/mercedes-benz/glc/glc220/25401311,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 116 CDI Tourer Pro Auto,433700.0,2017,68774.0,/car-for-sale/mercedes-benz/vito/116/25623683,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz SL SL600,430000.0,2004,85000.0,/car-for-sale/mercedes-benz/sl/sl600/25442048,,Automatic,SL,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200,430000.0,2017,36000.0,/car-for-sale/mercedes-benz/c-class/c200/25689134,,Manual,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC250 4Matic,430000.0,2016,62000.0,/car-for-sale/mercedes-benz/glc/glc250/25640772,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC250 4Matic,430000.0,2016,62000.0,/car-for-sale/mercedes-benz/glc/glc250/25630377,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 116 CDI Tourer Pro Auto,429995.0,2018,43731.0,/car-for-sale/mercedes-benz/vito/116/25496064,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 116 CDI Tourer Pro Auto,429995.0,2018,44566.0,/car-for-sale/mercedes-benz/vito/116/25610178,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 AMG Line Auto,429995.0,2017,54000.0,/car-for-sale/mercedes-benz/c-class/c200/25644819,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A250 Sport,429990.0,2016,55000.0,/car-for-sale/mercedes-benz/a-class/a250/25557667,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 116 CDI Tourer Pro Auto,429990.0,2018,43079.0,/car-for-sale/mercedes-benz/vito/116/25517744,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 AMG Line Auto,429990.0,2017,54000.0,/car-for-sale/mercedes-benz/c-class/c200/25562485,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC Class GLC 220d OFF ROAD,429990.0,2016,106187.0,/car-for-sale/mercedes-benz/glc-class/25576411,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Avantgarde Auto,429950.0,2018,61000.0,/car-for-sale/mercedes-benz/c-class/c180/25691307,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz SL SL65 AMG,429900.0,2007,80547.0,/car-for-sale/mercedes-benz/sl/sl65/25169318,,Automatic,SL,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 Avantgarde Auto,429900.0,2017,71900.0,/car-for-sale/mercedes-benz/c-class/c200/25514765,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Sprinter 519 CDI XL,429900.0,2016,309700.0,/car-for-sale/mercedes-benz/sprinter/519/25365579,,Manual,Sprinter,https://www.autotrader.co.za,Used Car
Mercedes-Benz ML ML350 BlueTec,429900.0,2014,110000.0,/car-for-sale/mercedes-benz/ml/ml350/25691470,,Automatic,ML,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180,429900.0,2018,25300.0,/car-for-sale/mercedes-benz/c-class/c180/25692476,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz SL SL65 AMG,429900.0,2007,80547.0,/car-for-sale/mercedes-benz/sl/sl65/25169318,,Automatic,SL,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 Avantgarde Auto,429900.0,2017,71900.0,/car-for-sale/mercedes-benz/c-class/c200/25514765,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLA GLA200d Auto,429900.0,2017,58358.0,/car-for-sale/mercedes-benz/gla/gla20/25481174,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLA GLA45 AMG 4Matic,429900.0,2014,93206.0,/car-for-sale/mercedes-benz/gla/gla45/25648659,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz Viano CDI 3.0 Ambiente,429900.0,2013,111706.0,/car-for-sale/mercedes-benz/viano/3-l/25684569,,Automatic,Viano,https://www.autotrader.co.za,Used Car
Mercedes-Benz Sprinter 519 CDI XL,429900.0,2016,309700.0,/car-for-sale/mercedes-benz/sprinter/519/25365579,,Manual,Sprinter,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 AMG Line Auto,429900.0,2017,45213.0,/car-for-sale/mercedes-benz/c-class/c200/25682582,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Auto,429900.0,2018,39000.0,/car-for-sale/mercedes-benz/c-class/c180/25708361,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Sprinter 515 CDI,429880.0,2017,159000.0,/car-for-sale/mercedes-benz/sprinter/515/25606694,,Manual,Sprinter,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180,429700.0,2017,26500.0,/car-for-sale/mercedes-benz/c-class/c180/25686791,,Manual,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLA GLA200,429700.0,2019,24000.0,/car-for-sale/mercedes-benz/gla/gla200/25498889,,Manual,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz E-Class E63 AMG,429500.0,2011,80000.0,/car-for-sale/mercedes-benz/e-class/e63/25402684,,Automatic,E-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLA GLA220d 4Matic Style,429200.0,2017,68000.0,/car-for-sale/mercedes-benz/gla/gla220/25549224,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz SL 500SL,429000.0,1985,208000.0,/car-for-sale/mercedes-benz/sl/500sl/25433511,,Automatic,SL,https://www.autotrader.co.za,Used Car
Mercedes-Benz SL 500SL,429000.0,1985,208000.0,/car-for-sale/mercedes-benz/sl/500sl/25686484,,Automatic,SL,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Edition C,429000.0,2018,46789.0,/car-for-sale/mercedes-benz/c-class/c180/25622372,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180,429000.0,2018,46000.0,/car-for-sale/mercedes-benz/c-class/c180/25665355,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Viano CDI 3.0 Trend,428800.0,2014,114000.0,/car-for-sale/mercedes-benz/viano/3-l/25701762,,Automatic,Viano,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C300 Coupe,425990.0,2016,110293.0,/car-for-sale/mercedes-benz/c-class/c300/25687600,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 116 CDI Tourer Pro Auto,425900.0,2017,51000.0,/car-for-sale/mercedes-benz/vito/116/25698710,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC250 4Matic,425000.0,2016,62000.0,/car-for-sale/mercedes-benz/glc/glc250/25630533,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLA GLA200,425000.0,2019,23000.0,/car-for-sale/mercedes-benz/gla/gla200/25557013,,Manual,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 Coupe Auto,420000.0,2016,95000.0,/car-for-sale/mercedes-benz/c-class/c200/25697872,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180,419995.0,2018,57000.0,/car-for-sale/mercedes-benz/c-class/c180/25700780,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A45 AMG 4Matic Edition 1,419995.0,2014,89600.0,/car-for-sale/mercedes-benz/a-class/a45/25706295,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz E-Class E200 AMG Line,419995.0,2016,106022.0,/car-for-sale/mercedes-benz/e-class/e200/25684359,,Automatic,E-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz S-Class S350CDI,419995.0,2010,84064.0,/car-for-sale/mercedes-benz/s-class/s350/25708357,,Automatic,S-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A250 Sport,419990.0,2016,13000.0,/car-for-sale/mercedes-benz/a-class/a250/25701178,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Edition C,419990.0,2018,44000.0,/car-for-sale/mercedes-benz/c-class/c180/25700860,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 Avantgarde Auto,419950.0,2017,49000.0,/car-for-sale/mercedes-benz/c-class/c200/25687443,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 Coupe Auto,419950.0,2016,51000.0,/car-for-sale/mercedes-benz/c-class/c200/25706637,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 AMG Line Auto,419900.0,2017,59500.0,/car-for-sale/mercedes-benz/c-class/c180/25638432,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 AMG Line Auto,419900.0,2017,62000.0,/car-for-sale/mercedes-benz/c-class/c180/25555562,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC250 4Matic Exclusive,419900.0,2016,95000.0,/car-for-sale/mercedes-benz/glc/glc250/25670851,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 AMG Line Auto,419900.0,2017,34000.0,/car-for-sale/mercedes-benz/c-class/c180/25684473,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Edition C,419900.0,2018,49159.0,/car-for-sale/mercedes-benz/c-class/c180/25615179,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLA GLA45 AMG 4Matic,419900.0,2014,103500.0,/car-for-sale/mercedes-benz/gla/gla45/25670814,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC250d 4Matic,419900.0,2018,96500.0,/car-for-sale/mercedes-benz/glc/glc250/25546936,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz ML ML350 BlueTec,419900.0,2014,116959.0,/car-for-sale/mercedes-benz/ml/ml350/25702102,,Automatic,ML,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 114 CDI Tourer Pro Auto,419900.0,2018,51000.0,/car-for-sale/mercedes-benz/vito/114/25544718,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz CLA CLA200 Auto,419900.0,2019,42055.0,/car-for-sale/mercedes-benz/cla/cla200/25685887,,Automatic,CLA,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 Coupe AMG Line,419890.0,2017,25560.0,/car-for-sale/mercedes-benz/c-class/c200/25683696,,Manual,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz ML ML350 BlueTec,417880.0,2014,91400.0,/car-for-sale/mercedes-benz/ml/ml350/25704433,,Automatic,ML,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200,415000.0,2018,37000.0,/car-for-sale/mercedes-benz/c-class/c200/25554828,,Manual,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Sprinter 311 CDI Panel Van,415000.0,2018,74000.0,/car-for-sale/mercedes-benz/sprinter/25563951,,Manual,Sprinter,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 AMG Line Auto,410000.0,2017,36000.0,/car-for-sale/mercedes-benz/c-class/c200/25691940,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A200 Hatch Style,409999.0,2019,22002.0,/car-for-sale/mercedes-benz/a-class/a200/25533235,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 114 CDI Tourer Pro,409995.0,2017,22650.0,/car-for-sale/mercedes-benz/vito/114/25399070,,Manual,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A250 Sport,409995.0,2017,66503.0,/car-for-sale/mercedes-benz/a-class/a250/25708008,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 114 CDI Tourer Pro Auto,409950.0,2016,119266.0,/car-for-sale/mercedes-benz/vito/114/25136886,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C63 AMG,409900.0,2010,96000.0,/car-for-sale/mercedes-benz/c-class/c63/25446084,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A220d Style,409900.0,2017,31010.0,/car-for-sale/mercedes-benz/a-class/a220/25696139,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A200 Hatch Style,409900.0,2018,37068.0,/car-for-sale/mercedes-benz/a-class/a200/25676194,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A220d Style,409900.0,2017,34373.0,/car-for-sale/mercedes-benz/a-class/a220/25662297,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 Auto,409900.0,2017,55000.0,/car-for-sale/mercedes-benz/c-class/c200/25480637,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Edition C,409900.0,2018,54602.0,/car-for-sale/mercedes-benz/c-class/c180/25477526,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLC GLC220d 4Matic,409500.0,2016,99500.0,/car-for-sale/mercedes-benz/glc/glc220/25675018,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz Sprinter 311 CDI Panel Van,408000.0,2017,90000.0,/car-for-sale/mercedes-benz/sprinter/25559986,,Manual,Sprinter,https://www.autotrader.co.za,Used Car
Mercedes-Benz ML ML350 BlueTec,405700.0,2014,115000.0,/car-for-sale/mercedes-benz/ml/ml350/25542045,,Automatic,ML,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 Coupe Auto,405000.0,2016,57000.0,/car-for-sale/mercedes-benz/c-class/c200/25546676,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz E-Class E400 Elegance,399995.0,2013,50120.0,/car-for-sale/mercedes-benz/e-class/e400/25233166,,Automatic,E-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz CLA CLA200 Auto,399995.0,2018,50000.0,/car-for-sale/mercedes-benz/cla/cla200/25273966,,Automatic,CLA,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 116 CDI Mixto Crewcab,399995.0,2016,109600.0,/car-for-sale/mercedes-benz/vito/116/24997066,,Manual,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 122 CDI CrewCab Sport,399995.0,2015,83827.0,/car-for-sale/mercedes-benz/vito/122/25548883,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 AMG Line Auto,399995.0,2017,36000.0,/car-for-sale/mercedes-benz/c-class/c200/25699520,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A200d AMG Line Auto,399995.0,2018,38300.0,/car-for-sale/mercedes-benz/a-class/a200/25701845,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz CL CL500,399995.0,2009,51600.0,/car-for-sale/mercedes-benz/cl/cl500/25706009,,Automatic,Unknown,https://www.autotrader.co.za,Used Car
Mercedes-Benz CL CL600,399990.0,2009,99000.0,/car-for-sale/mercedes-benz/cl/cl600/25322217,,Automatic,Unknown,https://www.autotrader.co.za,Used Car
Mercedes-Benz CL CL600,399990.0,2009,98800.0,/car-for-sale/mercedes-benz/cl/cl600/25386569,,Automatic,Unknown,https://www.autotrader.co.za,Used Car
Mercedes-Benz Sprinter 315 CDI LWB,399990.0,2016,69411.0,/car-for-sale/mercedes-benz/sprinter/315/25664368,,Manual,Sprinter,https://www.autotrader.co.za,Used Car
Mercedes-Benz CLA CLA200 AMG Line Auto,399990.0,2018,38000.0,/car-for-sale/mercedes-benz/cla/cla200/25708210,,Automatic,CLA,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 111 CDI Tourer Pro,399950.0,2016,144230.0,/car-for-sale/mercedes-benz/vito/111/24868139,,Manual,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C300 Avantgarde,399950.0,2016,94000.0,/car-for-sale/mercedes-benz/c-class/c300/25377003,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Avantgarde Auto,399950.0,2017,24000.0,/car-for-sale/mercedes-benz/c-class/c180/25648679,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Avantgarde Auto,399950.0,2018,54000.0,/car-for-sale/mercedes-benz/c-class/c180/25671311,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Viano CDI 3.0 Avantgarde,399950.0,2013,95000.0,/car-for-sale/mercedes-benz/viano/3-l/25576282,,Automatic,Viano,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C250d Avantgarde,399900.0,2015,75000.0,/car-for-sale/mercedes-benz/c-class/c250/25253169,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz A-Class A200 Style auto,399900.0,2018,18000.0,/car-for-sale/mercedes-benz/a-class/a200/25304698,,Automatic,A-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz SL SL500 Roadster,399900.0,2005,68000.0,/car-for-sale/mercedes-benz/sl/sl500/25533773,,Automatic,SL,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 114 CDI Tourer Pro Auto,399900.0,2016,42800.0,/car-for-sale/mercedes-benz/vito/114/25463845,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz Viano CDI 3.0 Ambiente,399900.0,2012,107000.0,/car-for-sale/mercedes-benz/viano/3-l/25686779,,Automatic,Viano,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLA GLA200 Auto,399900.0,2017,38500.0,/car-for-sale/mercedes-benz/gla/gla200/25602437,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 114 CDI Tourer Pro Auto,399900.0,2016,42800.0,/car-for-sale/mercedes-benz/vito/114/25463845,,Automatic,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz SL SL500 Roadster,399900.0,2005,68000.0,/car-for-sale/mercedes-benz/sl/sl500/25533773,,Automatic,SL,https://www.autotrader.co.za,Used Car
Mercedes-Benz CL CL500,399900.0,2010,106000.0,/car-for-sale/mercedes-benz/cl/cl500/25514218,,Automatic,Unknown,https://www.autotrader.co.za,Used Car
Mercedes-Benz CLK CLK350 Cabriolet Avantgarde,399900.0,2009,23000.0,/car-for-sale/mercedes-benz/clk/clk350/25408981,,Automatic,CLK,https://www.autotrader.co.za,Used Car
Mercedes-Benz ML ML250 BlueTec,399900.0,2014,104000.0,/car-for-sale/mercedes-benz/ml/ml250/25411702,,Automatic,ML,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 111 CDI Tourer Pro,399900.0,2019,18000.0,/car-for-sale/mercedes-benz/vito/111/25366279,,Manual,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 Edition C,399900.0,2018,98740.0,/car-for-sale/mercedes-benz/c-class/c200/25548887,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLA GLA250 4Matic AMG,399900.0,2016,82600.0,/car-for-sale/mercedes-benz/gla/gla250/25621603,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180 Auto,399900.0,2018,49398.0,/car-for-sale/mercedes-benz/c-class/c180/25621604,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz S-Class S350 BlueTec,399900.0,2012,61000.0,/car-for-sale/mercedes-benz/s-class/s350/25626069,,Automatic,S-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz ML ML63 AMG,399900.0,2010,141000.0,/car-for-sale/mercedes-benz/ml/ml63/25554182,,Automatic,ML,https://www.autotrader.co.za,Used Car
Mercedes-Benz GLA GLA200d Auto,399900.0,2017,60000.0,/car-for-sale/mercedes-benz/gla/gla200/25466388,,Automatic,GL,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C200 Avantgarde Auto,399900.0,2017,35000.0,/car-for-sale/mercedes-benz/c-class/c200/25689092,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz C-Class C180,399900.0,2018,31765.0,/car-for-sale/mercedes-benz/c-class/c180/25324592,,Automatic,C-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz E-Class E500 Avantgarde,399888.0,2014,66255.0,/car-for-sale/mercedes-benz/e-class/e500/25159576,,Automatic,E-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz E-Class E63 AMG,399800.0,2011,110000.0,/car-for-sale/mercedes-benz/e-class/e63/25702851,,Automatic,E-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz Vito 116 CDI Tourer Pro,399800.0,2015,104500.0,/car-for-sale/mercedes-benz/vito/116/25607266,,Manual,Vito,https://www.autotrader.co.za,Used Car
Mercedes-Benz S-Class S500,399000.0,2010,110000.0,/car-for-sale/mercedes-benz/s-class/s500/25278927,,Automatic,S-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz E-Class E320 Sportline Auto,399000.0,1996,209000.0,/car-for-sale/mercedes-benz/e-class/e320/25340266,,Automatic,E-Class,https://www.autotrader.co.za,Used Car
Mercedes-Benz ML ML350,399000.0,2013,77000.0,/car-for-sale/mercedes-benz/ml/ml350/25611114,,Automatic,ML,https://www.autotrader.co.za,Used Car
