title,price,year,km,url,petrol,transmission,model,site,use_type
Mercedes-Benz CLK-Class Clk 500 Cabriolet ,229950.0,2010,124894.0,/for-sale/used/2010-Mercedes-Benz-CLK-Class-Clk-500-Cabriolet-Gauteng-Vereeniging/6322488/,Petrol,Automatic,CLK,https://www.cars.co.za,
Mercedes-Benz GLA-Class 200 Auto ,269995.0,2016,94500.0,/for-sale/used/2016-Mercedes-Benz-GLA-Class-200-Auto-Gauteng-Centurion/6322420/,Petrol,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz Sprinter 519 CDI AWD F/C P/V ,550000.0,2017,152000.0,/for-sale/used/2017-Mercedes-Benz-Sprinter-519-CDI-AWD-FC-PV-Gauteng-Bramley/6322324/,Diesel,Manual,Sprinter,https://www.cars.co.za,
Mercedes-Benz A-Class A 180 Cdi Classic ,79900.0,2008,185230.0,/for-sale/used/2008-Mercedes-Benz-A-Class-A-180-Cdi-Classic-Gauteng-Johannesburg/6322230/,Diesel,Manual,A-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C180 Auto ,319900.0,2017,77000.0,/for-sale/used/2017-Mercedes-Benz-C-Class-C180-Auto-Western-Cape-Paarl/6322202/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class 2017 Mercedes AMG C63S ,899995.0,2017,103000.0,/for-sale/used/2017-Mercedes-Benz-C-Class-2017-Mercedes-AMG-C63S-Speedshift-Western-Cape-Strand/6322182/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz GLC 250d Off Road ,499000.0,2017,64000.0,/for-sale/used/2017-Mercedes-Benz-GLC-250d-Off-Road-Gauteng-Bedfordview/6322170/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz Vito 115 2.2 Cdi Crew Bus ,79995.0,2003,410000.0,/for-sale/used/2003-Mercedes-Benz-Vito-115-2.2-Cdi-Crew-Bus-Gauteng-Boksburg/6322068/,Diesel,Manual,Vito,https://www.cars.co.za,
Mercedes-Benz C-Class C180 Classic A/t ,245000.0,2015,125000.0,/for-sale/used/2015-Mercedes-Benz-C-Class-C180-Classic-At-Gauteng-Noordwyk/6321780/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz B-Class B 180 A/t ,99995.0,2011,195000.0,/for-sale/used/2011-Mercedes-Benz-B-Class-B-180-At-Gauteng-Boksburg/6321766/,Petrol,Automatic,B-Class,https://www.cars.co.za,
Mercedes-Benz GLC 220d AMG ,649950.0,2018,42000.0,/for-sale/used/2018-Mercedes-Benz-GLC-220d-AMG-Western-Cape-Paarl/6321646/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz A-Class A 200 Auto ,539900.0,2019,25800.0,/for-sale/used/2019-Mercedes-Benz-A-Class-A-200-Auto-Western-Cape-Stellenbosch/6321650/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 200 Urban Auto ,469900.0,2018,10423.0,/for-sale/used/2018-Mercedes-Benz-A-Class-A-200-Urban-Auto-Western-Cape-Cape-Town/6321696/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 200 Style Auto ,449900.0,2018,25705.0,/for-sale/used/2018-Mercedes-Benz-A-Class-A-200-Style-Auto-Western-Cape-Cape-Town/6321698/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 220d Urban Auto ,409900.0,2017,34373.0,/for-sale/used/2017-Mercedes-Benz-A-Class-A-220d-Urban-Auto-Western-Cape-Cape-Town/6321700/,Diesel,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz M-Class Ml 350 ,79950.0,2003,249265.0,/for-sale/used/2003-Mercedes-Benz-M-Class-Ml-350-Gauteng-Randburg/6321610/,Petrol,Automatic,M-Class,https://www.cars.co.za,
Mercedes-Benz CLA-Class CLA200 Auto ,249950.0,2014,89997.0,/for-sale/used/2014-Mercedes-Benz-CLA-Class-CLA200-Auto-Gauteng-Randburg/6321616/,Petrol,Automatic,CLA,https://www.cars.co.za,
Mercedes-Benz A-Class A 220 Cdibe A/t ,199000.0,2013,163000.0,/for-sale/used/2013-Mercedes-Benz-A-Class-A-220-Cdibe-At-Gauteng-Bramley/6321570/,Diesel,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C250 Be Coupe A/t ,189950.0,2011,116400.0,/for-sale/used/2011-Mercedes-Benz-C-Class-C250-Be-Coupe-At-Gauteng-Vereeniging/6321430/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz B-Class B 200 Cdi A/t ,149990.0,2011,138194.0,/for-sale/used/2011-Mercedes-Benz-B-Class-B-200-Cdi-At-Kwazulu-Natal-Durban-North/6321426/,Diesel,Automatic,B-Class,https://www.cars.co.za,
Mercedes-Benz S-Class S 500 ,69900.0,2001,253000.0,/for-sale/used/2001-Mercedes-Benz-S-Class-S-500-Gauteng-Sandton/6321414/,Petrol,Automatic,S-Class,https://www.cars.co.za,
Mercedes-Benz GLA-Class AMG GLA 45 4Matic ,360000.0,2017,82000.0,/for-sale/used/2017-Mercedes-Benz-GLA-Class-AMG-GLA-45-4Matic-Gauteng-Bramley/6321098/,Petrol,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz Sprinter 315 CDI F/C C/C ,399990.0,2016,69411.0,/for-sale/used/2016-Mercedes-Benz-Sprinter-315-CDI-FC-CC-Gauteng-Pretoria/6321094/,Diesel,Manual,Sprinter,https://www.cars.co.za,
Mercedes-Benz A-Class A 180 Cdi Avantgarde A/ ,79950.0,2008,144000.0,/for-sale/used/2008-Mercedes-Benz-A-Class-A-180-Cdi-Avantgarde-At-Gauteng-Boksburg/6321030/,Diesel,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz GLE-Class 250d 4MATIC ,665000.0,2017,62000.0,/for-sale/used/2017-Mercedes-Benz-GLE-Class-250d-4MATIC-Western-Cape-Strand/6320830/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz C-Class C230 V6 Coupe ,64950.0,2007,279206.0,/for-sale/used/2007-Mercedes-Benz-C-Class-C230-V6-Coupe-Gauteng-Benoni/6320682/,Petrol,Manual,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class AMG C43 4MATIC ,729950.0,2017,28600.0,/for-sale/used/2017-Mercedes-Benz-C-Class-AMG-C43-4MATIC-Gauteng-Johannesburg/6319588/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz E-Class E400 Coupe ,399950.0,2014,50000.0,/for-sale/used/2014-Mercedes-Benz-E-Class-E400-Coupe-Gauteng-Johannesburg/6319590/,Petrol,Automatic,E-Class,https://www.cars.co.za,
Mercedes-Benz C-Class AMG C63 S Cabriolet ,1249900.0,2017,22990.0,/for-sale/used/2017-Mercedes-Benz-C-Class-AMG-C63-S-Cabriolet-Gauteng-Edenvale/6319858/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz CLA-Class CLA200 Auto ,249899.0,2015,94800.0,/for-sale/used/2015-Mercedes-Benz-CLA-Class-CLA200-Auto-Gauteng-Johannesburg/6319452/,Petrol,Automatic,CLA,https://www.cars.co.za,
Mercedes-Benz A-Class AMG Line ,579000.0,2020,14895.0,/for-sale/used/2020-Mercedes-Benz-A-Class-AMG-Line-Kwazulu-Natal/6319406/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz C-Class AMG Line ,489000.0,2019,65000.0,/for-sale/used/2019-Mercedes-Benz-C-Class-AMG-Line-Kwazulu-Natal/6319404/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C200 Auto ,485000.0,2019,43569.0,/for-sale/used/2019-Mercedes-Benz-C-Class-C200-Auto-Kwazulu-Natal/6319402/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A200 (4-Door) ,574900.0,2019,26589.0,/for-sale/used/2019-Mercedes-Benz-A-Class-A200-4-Door-Kwazulu-Natal/6319400/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz B-Class AMG ,525000.0,2019,41000.0,/for-sale/used/2019-Mercedes-Benz-B-Class-AMG-Kwazulu-Natal/6319398/,Diesel,Automatic,B-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C180 Avantgarde Auto ,309000.0,2017,81259.0,/for-sale/used/2017-Mercedes-Benz-C-Class-C180-Avantgarde-Auto-Kwazulu-Natal/6319396/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C200 Be Avantgarde A/t ,169000.0,2013,146897.0,/for-sale/used/2013-Mercedes-Benz-C-Class-C200-Be-Avantgarde-At-Kwazulu-Natal/6319392/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C180 Auto ,529000.0,2019,37000.0,/for-sale/used/2019-Mercedes-Benz-C-Class-C180-Auto-Kwazulu-Natal/6319386/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz GLE-Class 250d 4MATIC ,535000.0,2016,119865.0,/for-sale/used/2016-Mercedes-Benz-GLE-Class-250d-4MATIC-Kwazulu-Natal/6319382/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz GLC 250d AMG ,475000.0,2016,66987.0,/for-sale/used/2016-Mercedes-Benz-GLC-250d-AMG-Kwazulu-Natal/6319380/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz E-Class E 220d AMG ,469000.0,2016,77986.0,/for-sale/used/2016-Mercedes-Benz-E-Class-E-220d-AMG-Kwazulu-Natal/6319376/,Diesel,Automatic,E-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C180 Avantgarde Auto ,299000.0,2016,65982.0,/for-sale/used/2016-Mercedes-Benz-C-Class-C180-Avantgarde-Auto-Kwazulu-Natal/6319374/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 200 Urban ,279000.0,2016,69856.0,/for-sale/used/2016-Mercedes-Benz-A-Class-A-200-Urban-Kwazulu-Natal/6319372/,Petrol,Manual,A-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 200 Auto ,399000.0,2018,19896.0,/for-sale/used/2018-Mercedes-Benz-A-Class-A-200-Auto-Kwazulu-Natal/6319366/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz X-Class X250d 4x4 Power Auto ,565000.0,2018,22000.0,/for-sale/used/2018-Mercedes-Benz-X-Class-X250d-4x4-Power-Auto-Kwazulu-Natal/6319352/,Diesel,Automatic,X-Class,https://www.cars.co.za,
Mercedes-Benz Sprinter Automatic Transmission ,749000.0,2019,6895.0,/for-sale/used/2019-Mercedes-Benz-Sprinter-Automatic-Transmission-Kwazulu-Natal/6319350/,Diesel,Manual,Sprinter,https://www.cars.co.za,
Mercedes-Benz C-Class C180 Edition-C Auto ,469000.0,2018,22598.0,/for-sale/used/2018-Mercedes-Benz-C-Class-C180-Edition-C-Auto-Kwazulu-Natal/6319342/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C180 AMG Line Auto ,349990.0,2016,54000.0,/for-sale/used/2016-Mercedes-Benz-C-Class-C180-AMG-Line-Auto-Kwazulu-Natal-Umhlanga-Rocks/6319088/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz GLC AMG 43 4MATIC ,764990.0,2017,41436.0,/for-sale/used/2017-Mercedes-Benz-GLC-AMG-43-4MATIC-Gauteng-Pretoria/6319092/,Petrol,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz M-Class Ml 500 A/t ,158000.0,2007,149870.0,/for-sale/used/2007-Mercedes-Benz-M-Class-Ml-500-At-Gauteng-Pretoria/6319140/,Petrol,Automatic,M-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 250 Sport A/t ,275000.0,2014,112000.0,/for-sale/used/2014-Mercedes-Benz-A-Class-A-250-Sport-At-Gauteng-Kempton-Park/6319072/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C250 Bluetec AMG Line A ,429990.0,2016,96000.0,/for-sale/used/2016-Mercedes-Benz-C-Class-C250-Bluetec-AMG-Line-Auto-Gauteng-Pretoria/6319058/,Diesel,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz GLE-Class 400d 4MATIC ,1389900.0,2020,33207.0,/for-sale/used/2020-Mercedes-Benz-GLE-Class-400d-4MATIC-Gauteng-Lenasia/6319042/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz E-Class E 250 CDI Avantgarde ,299990.0,2015,129000.0,/for-sale/used/2015-Mercedes-Benz-E-Class-E-250-CDI-Avantgarde-Gauteng-Pretoria/6318770/,Diesel,Automatic,E-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C200 Auto ,230000.0,2014,71000.0,/for-sale/used/2014-Mercedes-Benz-C-Class-C200-Auto-Gauteng-Johannesburg/6318750/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz M-Class Ml 63 Amg ,229950.0,2007,136500.0,/for-sale/used/2007-Mercedes-Benz-M-Class-Ml-63-Amg-Gauteng-Vereeniging/6318698/,Petrol,Automatic,M-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C180k Avantgarde A/t ,199900.0,2010,85000.0,/for-sale/used/2010-Mercedes-Benz-C-Class-C180k-Avantgarde-At-Gauteng-Springs/6318662/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C250 Be Avantgarde A/t ,350000.0,2016,64000.0,/for-sale/used/2016-Mercedes-Benz-C-Class-C250-Be-Avantgarde-At-Gauteng-Kempton-Park/6318602/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz Vito 116 Cdi Crewbus ,329995.0,2015,115000.0,/for-sale/used/2015-Mercedes-Benz-Vito-116-Cdi-Crewbus-Gauteng-Pretoria/6318556/,Diesel,Manual,Vito,https://www.cars.co.za,
Mercedes-Benz E-Class E 220d Exclusive ,485700.0,2017,41000.0,/for-sale/used/2017-Mercedes-Benz-E-Class-E-220d-Exclusive-North-West-Province-Rustenburg/6318364/,Diesel,Automatic,E-Class,https://www.cars.co.za,
Mercedes-Benz GLE-Class 350d 4MATIC ,789950.0,2016,95823.0,/for-sale/used/2016-Mercedes-Benz-GLE-Class-350d-4MATIC-Gauteng-Vereeniging/6318288/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz CLK-Class Clk 320 Coupe A/t ,89500.0,2002,154000.0,/for-sale/used/2002-Mercedes-Benz-CLK-Class-Clk-320-Coupe-At-Gauteng-Randburg/6318020/,Petrol,Automatic,CLK,https://www.cars.co.za,
Mercedes-Benz E-Class 230 E A/c (w123) ,29500.0,1980,232000.0,/for-sale/used/1980-Mercedes-Benz-E-Class-230-E-Ac-w123-Gauteng-Randburg/6318012/,Petrol,Manual,E-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C180 Auto ,249500.0,2014,112500.0,/for-sale/used/2014-Mercedes-Benz-C-Class-C180-Auto-Gauteng-Nigel/6317756/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C200 Avantgarde Auto ,349995.0,2017,84000.0,/for-sale/used/2017-Mercedes-Benz-C-Class-C200-Avantgarde-Auto-Gauteng-Pretoria/6317722/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C180 Auto ,240000.0,2014,140000.0,/for-sale/used/2014-Mercedes-Benz-C-Class-C180-Auto-Gauteng-Bramley/6317718/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C 240 Avantgarde A/t ,65995.0,2001,189714.0,/for-sale/used/2001-Mercedes-Benz-C-Class-C-240-Avantgarde-At-Western-Cape-Ceres/6317712/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz B-Class Sport ,179990.0,2013,140000.0,/for-sale/used/2013-Mercedes-Benz-B-Class-Sport-Kwazulu-Natal-Durban/6317608/,Diesel,Automatic,B-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C180k Classic A/t ,59500.0,2004,250000.0,/for-sale/used/2004-Mercedes-Benz-C-Class-C180k-Classic-At-Gauteng-Randburg/6317508/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A45 AMG 4MATIC ,440000.0,2016,60000.0,/for-sale/used/2016-Mercedes-Benz-A-Class-A45-AMG-4MATIC-Gauteng-Johannesburg/6317500/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 170 Classic A/t ,109995.0,2009,112000.0,/for-sale/used/2009-Mercedes-Benz-A-Class-A-170-Classic-At-Western-Cape-Bellville/6317460/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz S-Class S 500 A/t Facelift ,89500.0,1994,285000.0,/for-sale/used/1994-Mercedes-Benz-S-Class-S-500-At-Facelift-Gauteng-Randburg/6317452/,Petrol,Automatic,S-Class,https://www.cars.co.za,
Mercedes-Benz M-Class Ml 350 Bluetec ,489900.0,2015,74659.0,/for-sale/used/2015-Mercedes-Benz-M-Class-Ml-350-Bluetec-Gauteng-Roodepoort/6317204/,Diesel,Automatic,M-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C200 Auto ,649900.0,2020,5534.0,/for-sale/used/2020-Mercedes-Benz-C-Class-C200-Auto-Western-Cape-Malmesbury/6317164/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz CLC-Class Clc 350 ,169950.0,2010,74581.0,/for-sale/used/2010-Mercedes-Benz-CLC-Class-Clc-350-Gauteng-Randburg/6317166/,Petrol,Automatic,CLC,https://www.cars.co.za,
Mercedes-Benz M-Class Ml 500 Be ,469950.0,2015,94562.0,/for-sale/used/2015-Mercedes-Benz-M-Class-Ml-500-Be-Gauteng-Randburg/6317170/,Petrol,Automatic,M-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A200 (4-Door) ,499950.0,2020,7500.0,/for-sale/used/2020-Mercedes-Benz-A-Class-A200-4-Door-Gauteng-Randburg/6317120/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 170 Classic ,109950.0,2008,83121.0,/for-sale/used/2008-Mercedes-Benz-A-Class-A-170-Classic-Gauteng-Vanderbijlpark/6317118/,Petrol,Manual,A-Class,https://www.cars.co.za,
Mercedes-Benz M-Class ML 250 Bluetec Auto ,319950.0,2012,101000.0,/for-sale/used/2012-Mercedes-Benz-M-Class-ML-250-Bluetec-Auto-Gauteng-Sandton/6316950/,Diesel,Automatic,M-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C180 Auto ,649950.0,2020,1500.0,/for-sale/used/2020-Mercedes-Benz-C-Class-C180-Auto-Gauteng-Randburg/6316852/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C200 Auto ,689950.0,2020,4100.0,/for-sale/used/2020-Mercedes-Benz-C-Class-C200-Auto-Gauteng-Randburg/6316808/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 200d Auto ,499990.0,2019,9000.0,/for-sale/used/2019-Mercedes-Benz-A-Class-A-200d-Auto-Kwazulu-Natal-Pinetown/6316632/,Diesel,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 170 Classic ,109900.0,2009,88000.0,/for-sale/used/2009-Mercedes-Benz-A-Class-A-170-Classic-Gauteng-Centurion/6316566/,Petrol,Manual,A-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A200 (4-Door) ,699900.0,2019,1500.0,/for-sale/used/2019-Mercedes-Benz-A-Class-A200-4-Door-Gauteng-Lenasia/6316482/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A200 (4-Door) ,699900.0,2019,9950.0,/for-sale/used/2019-Mercedes-Benz-A-Class-A200-4-Door-Gauteng-Lenasia/6316484/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C300 Auto ,649900.0,2019,24939.0,/for-sale/used/2019-Mercedes-Benz-C-Class-C300-Auto-Gauteng-Lenasia/6316486/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C200 Be Classic A/t ,189900.0,2012,187000.0,/for-sale/used/2012-Mercedes-Benz-C-Class-C200-Be-Classic-At-Gauteng-Vereeniging/6316426/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz CLA-Class 200 Auto ,329900.0,2017,65000.0,/for-sale/used/2017-Mercedes-Benz-CLA-Class-200-Auto-Gauteng-Roodepoort/6316064/,Petrol,Automatic,CLA,https://www.cars.co.za,
Mercedes-Benz C-Class C180 AMG Line Auto ,299900.0,2015,101000.0,/for-sale/used/2015-Mercedes-Benz-C-Class-C180-AMG-Line-Auto-Gauteng-Roodepoort/6316076/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C 270 Cdi Elegance A/t ,89999.0,2004,163000.0,/for-sale/used/2004-Mercedes-Benz-C-Class-C-270-Cdi-Elegance-At-Gauteng-Pretoria/6315910/,Diesel,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz M-Class Ml 320 Cdi A/t ,159950.0,2008,194500.0,/for-sale/used/2008-Mercedes-Benz-M-Class-Ml-320-Cdi-At-Gauteng-Pretoria/6315934/,Diesel,Automatic,M-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C200 AMG line Auto ,479995.0,2018,35000.0,/for-sale/used/2018-Mercedes-Benz-C-Class-C200-AMG-line-Auto-Gauteng-Midrand/6314860/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz GLC 250d ,469900.0,2016,78000.0,/for-sale/used/2016-Mercedes-Benz-GLC-250d-Free-State-Bloemfontein/6315006/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz SLK-Class Slk 200 Kompressor A/ ,129995.0,2006,160500.0,/for-sale/used/2006-Mercedes-Benz-SLK-Class-Slk-200-Kompressor-At-Kwazulu-Natal-Pinetown/6315066/,Petrol,Automatic,SL,https://www.cars.co.za,
Mercedes-Benz CLS-Class Cls 500 ,149900.0,2006,135961.0,/for-sale/used/2006-Mercedes-Benz-CLS-Class-Cls-500-Gauteng-Boksburg/6315190/,Petrol,Automatic,S-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 180 Classic ,84995.0,2010,126000.0,/for-sale/used/2010-Mercedes-Benz-A-Class-A-180-Classic-Western-Cape-Goodwood/6315222/,Petrol,Manual,A-Class,https://www.cars.co.za,
Mercedes-Benz X-Class X250d 4x4 Progressive ,599000.0,2019,33081.0,/for-sale/used/2019-Mercedes-Benz-X-Class-X250d-4x4-Progressive-Eastern-Cape-Nahoon/6315230/,Diesel,Manual,X-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C200 Cabriolet AMG Auto ,550000.0,2017,62000.0,/for-sale/used/2017-Mercedes-Benz-C-Class-C200-Cabriolet-AMG-Auto-Gauteng-Pretoria/6314710/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C200 Auto ,579950.0,2019,23738.0,/for-sale/used/2019-Mercedes-Benz-C-Class-C200-Auto-Kwazulu-Natal-Pinetown/6314632/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz GLC 250 AMG ,529950.0,2017,50289.0,/for-sale/used/2017-Mercedes-Benz-GLC-250-AMG-Kwazulu-Natal-Pinetown/6314634/,Petrol,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz A-Class A 200 AMG Auto ,310000.0,2017,11000.0,/for-sale/used/2017-Mercedes-Benz-A-Class-A-200-AMG-Auto-Gauteng-Pretoria/6314600/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C250 Bluetec AMG Line A ,399990.0,2016,62624.0,/for-sale/used/2016-Mercedes-Benz-C-Class-C250-Bluetec-AMG-Line-Auto-Gauteng-Pretoria/6314572/,Diesel,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C200 Be Classic A/t ,237890.0,2014,124000.0,/for-sale/used/2014-Mercedes-Benz-C-Class-C200-Be-Classic-At-Gauteng-Vereeniging/6314502/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz C-Class C250 Exclusive Auto ,335000.0,2016,64000.0,/for-sale/used/2016-Mercedes-Benz-C-Class-C250-Exclusive-Auto-Gauteng-Kempton-Park/6314500/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz GLE-Class 350d 4MATIC ,669995.0,2017,73000.0,/for-sale/used/2017-Mercedes-Benz-GLE-Class-350d-4MATIC-Western-Cape-Vredenburg/6314382/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz A-Class A 220 Cdibe A/t ,289900.0,2015,93200.0,/for-sale/used/2015-Mercedes-Benz-A-Class-A-220-Cdibe-At-Kwazulu-Natal-Newcastle/6314262/,Diesel,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz E-Class E 250 CDI Coupe ,319900.0,2015,96000.0,/for-sale/used/2015-Mercedes-Benz-E-Class-E-250-CDI-Coupe-Gauteng-Johannesburg/6314248/,Diesel,Automatic,E-Class,https://www.cars.co.za,
Mercedes-Benz E-Class E250 Cgi Cabriolet ,249900.0,2011,114000.0,/for-sale/used/2011-Mercedes-Benz-E-Class-E250-Cgi-Cabriolet-Gauteng-Bryanston/6314240/,Petrol,Automatic,E-Class,https://www.cars.co.za,
Mercedes-Benz GLA-Class 220 CDI Auto ,268999.0,2014,108000.0,/for-sale/used/2014-Mercedes-Benz-GLA-Class-220-CDI-Auto-Gauteng-Bramley/6314228/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz A-Class A 200 Auto ,529000.0,2019,27912.0,/for-sale/used/2019-Mercedes-Benz-A-Class-A-200-Auto-Limpopo-Polokwane/6313976/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz A-Class A 200 Auto ,549000.0,2019,16391.0,/for-sale/used/2019-Mercedes-Benz-A-Class-A-200-Auto-Limpopo-Polokwane/6313980/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz GLE-Class 350d 4MATIC ,699990.0,2016,55700.0,/for-sale/used/2016-Mercedes-Benz-GLE-Class-350d-4MATIC-Gauteng-Pretoria/6313940/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz C-Class C300 Exclusive Auto ,499990.0,2017,41800.0,/for-sale/used/2017-Mercedes-Benz-C-Class-C300-Exclusive-Auto-Gauteng-Pretoria/6313920/,Petrol,Automatic,C-Class,https://www.cars.co.za,
Mercedes-Benz GLE-Class 350d 4MATIC ,799990.0,2018,79800.0,/for-sale/used/2018-Mercedes-Benz-GLE-Class-350d-4MATIC-Gauteng-Pretoria/6313878/,Diesel,Automatic,GL,https://www.cars.co.za,
Mercedes-Benz A-Class A 200 Auto ,499990.0,2019,16000.0,/for-sale/used/2019-Mercedes-Benz-A-Class-A-200-Auto-Gauteng-Pretoria/6313864/,Petrol,Automatic,A-Class,https://www.cars.co.za,
Mercedes-Benz CLA CLA220d Auto ,749950.0,2020,11217.0,/for-sale/used/2020-Mercedes-Benz-CLA-CLA220d-Auto-Kwazulu-Natal-Umhlanga-Rocks/6313474/,Diesel,Automatic,CLA,https://www.cars.co.za,
Mercedes-Benz GLC 250d ,749900.0,2019,16696.0,/for-sale/used/2019-Mercedes-Benz-GLC-250d-Mpumalanga-Nelspruit/6313556/,Diesel,Automatic,GL,https://www.cars.co.za,
